CIP2010 Code,CIP2010Title,SOC2010Code,SOC2010Title
09.0199,"Communication and Media Studies, Other.",NO MATCH,NO MATCH
09.0401,Journalism.,25-1122,"Communications Teachers, Postsecondary"
09.0401,Journalism.,27-3021,Broadcast News Analysts
09.0401,Journalism.,27-3022,Reporters and Correspondents
09.0401,Journalism.,27-3041,Editors
09.0401,Journalism.,27-3043,Writers and Authors
09.0402,Broadcast Journalism.,25-1122,"Communications Teachers, Postsecondary"
09.0402,Broadcast Journalism.,27-3011,Radio and Television Announcers
09.0402,Broadcast Journalism.,27-3021,Broadcast News Analysts
09.0402,Broadcast Journalism.,27-3022,Reporters and Correspondents
09.0402,Broadcast Journalism.,27-3041,Editors
09.0402,Broadcast Journalism.,27-3043,Writers and Authors
09.0404,Photojournalism.,27-3022,Reporters and Correspondents
09.0404,Photojournalism.,27-4021,Photographers
09.0404,Photojournalism.,27-4032,Film and Video Editors
09.0499,"Journalism, Other.",25-1122,"Communications Teachers, Postsecondary"
09.0499,"Journalism, Other.",27-3022,Reporters and Correspondents
09.0701,Radio and Television.,25-1122,"Communications Teachers, Postsecondary"
09.0701,Radio and Television.,27-2012,Producers and Directors
09.0701,Radio and Television.,27-3011,Radio and Television Announcers
09.0701,Radio and Television.,27-3021,Broadcast News Analysts
09.0701,Radio and Television.,27-4032,Film and Video Editors
09.0702,Digital Communication and Media/Multimedia.,11-9199,"Managers, All Other"
09.0702,Digital Communication and Media/Multimedia.,25-1122,"Communications Teachers, Postsecondary"
09.0702,Digital Communication and Media/Multimedia.,27-3099,"Media and Communication Workers, All Other"
09.0799,"Radio, Television, and Digital Communication, Other.",NO MATCH,NO MATCH
09.0900,"Public Relations, Advertising, and Applied Communication.",11-2011,Advertising and Promotions Managers
09.0900,"Public Relations, Advertising, and Applied Communication.",11-2031,Public Relations and Fundraising Managers
09.0900,"Public Relations, Advertising, and Applied Communication.",25-1122,"Communications Teachers, Postsecondary"
09.0900,"Public Relations, Advertising, and Applied Communication.",27-3031,Public Relations Specialists
09.0901,"Organizational Communication, General.",NO MATCH,NO MATCH
09.0902,Public Relations/Image Management.,11-2011,Advertising and Promotions Managers
09.0902,Public Relations/Image Management.,11-2031,Public Relations and Fundraising Managers
09.0902,Public Relations/Image Management.,25-1122,"Communications Teachers, Postsecondary"
09.0902,Public Relations/Image Management.,27-3031,Public Relations Specialists
09.0903,Advertising.,11-2011,Advertising and Promotions Managers
09.0903,Advertising.,25-1122,"Communications Teachers, Postsecondary"
09.0904,Political Communication.,25-1122,"Communications Teachers, Postsecondary"
09.0904,Political Communication.,27-3021,Broadcast News Analysts
09.0904,Political Communication.,27-3022,Reporters and Correspondents
09.0904,Political Communication.,27-3031,Public Relations Specialists
09.0905,Health Communication.,21-1091,Health Educators
09.0905,Health Communication.,21-1094,Community Health Workers
09.0905,Health Communication.,25-1122,"Communications Teachers, Postsecondary"
09.0905,Health Communication.,27-3031,Public Relations Specialists
09.0906,Sports Communication.,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes"
09.0906,Sports Communication.,25-1122,"Communications Teachers, Postsecondary"
09.0906,Sports Communication.,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other"
09.0906,Sports Communication.,27-3011,Radio and Television Announcers
09.0906,Sports Communication.,27-3022,Reporters and Correspondents
09.0906,Sports Communication.,27-3031,Public Relations Specialists
09.0907,International and Intercultural Communication.,25-1122,"Communications Teachers, Postsecondary"
09.0907,International and Intercultural Communication.,27-3022,Reporters and Correspondents
09.0907,International and Intercultural Communication.,27-3031,Public Relations Specialists
09.0908,Technical and Scientific Communication.,25-1122,"Communications Teachers, Postsecondary"
09.0908,Technical and Scientific Communication.,27-3041,Editors
09.0908,Technical and Scientific Communication.,27-3042,Technical Writers
09.0999,"Public Relations, Advertising, and Applied Communication, Other",NO MATCH,NO MATCH
09.1001,Publishing.,27-3041,Editors
09.9999,"Communication, Journalism, and Related Programs, Other.",25-1122,"Communications Teachers, Postsecondary"
09.9999,"Communication, Journalism, and Related Programs, Other.",27-3041,Editors
09.9999,"Communication, Journalism, and Related Programs, Other.",27-3043,Writers and Authors
10.0105,Communications Technology/Technician.,27-3099,"Media and Communication Workers, All Other"
10.0105,Communications Technology/Technician.,27-4012,Broadcast Technicians
10.0105,Communications Technology/Technician.,27-4014,Sound Engineering Technicians
10.0105,Communications Technology/Technician.,27-4032,Film and Video Editors
10.0201,Photographic and Film/Video Technology/Technician and Assistant.,27-4011,Audio and Video Equipment Technicians
10.0202,Radio and Television Broadcasting Technology/Technician.,27-4012,Broadcast Technicians
10.0202,Radio and Television Broadcasting Technology/Technician.,27-4031,"Camera Operators, Television, Video, and Motion Picture"
10.0202,Radio and Television Broadcasting Technology/Technician.,27-4032,Film and Video Editors
10.0203,Recording Arts Technology/Technician.,27-4011,Audio and Video Equipment Technicians
10.0203,Recording Arts Technology/Technician.,27-4014,Sound Engineering Technicians
10.0299,"Audiovisual Communications Technologies/Technicians, Other.",27-4012,Broadcast Technicians
10.0299,"Audiovisual Communications Technologies/Technicians, Other.",27-4031,"Camera Operators, Television, Video, and Motion Picture"
10.0299,"Audiovisual Communications Technologies/Technicians, Other.",27-4032,Film and Video Editors
10.0301,"Graphic Communications, General.",51-5111,Prepress Technicians and Workers
10.0302,Printing Management.,51-5111,Prepress Technicians and Workers
10.0302,Printing Management.,51-5112,Printing Press Operators
10.0303,Prepress/Desktop Publishing and Digital Imaging Design.,43-9031,Desktop Publishers
10.0303,Prepress/Desktop Publishing and Digital Imaging Design.,51-5111,Prepress Technicians and Workers
10.0304,"Animation, Interactive Technology, Video Graphics and Special Effects.",27-1014,Multimedia Artists and Animators
10.0305,"Graphic and Printing Equipment Operator, General Production.",43-9021,Data Entry Keyers
10.0305,"Graphic and Printing Equipment Operator, General Production.",51-5111,Prepress Technicians and Workers
10.0305,"Graphic and Printing Equipment Operator, General Production.",51-5112,Printing Press Operators
10.0306,Platemaker/Imager.,51-5111,Prepress Technicians and Workers
10.0307,Printing Press Operator.,51-5111,Prepress Technicians and Workers
10.0307,Printing Press Operator.,51-5112,Printing Press Operators
10.0308,Computer Typography and Composition Equipment Operator.,NO MATCH,NO MATCH
10.0399,"Graphic Communications, Other.",51-5111,Prepress Technicians and Workers
10.0399,"Graphic Communications, Other.",51-5112,Printing Press Operators
10.0399,"Graphic Communications, Other.",51-9194,Etchers and Engravers
10.9999,"Communications Technologies/Technicians and Support Services, Other.",NO MATCH,NO MATCH
11.0101,"Computer and Information Sciences, General.",11-3021,Computer and Information Systems Managers
11.0101,"Computer and Information Sciences, General.",15-1111,Computer and Information Research Scientists
11.0101,"Computer and Information Sciences, General.",15-1121,Computer Systems Analysts
11.0101,"Computer and Information Sciences, General.",15-1141,Database Administrators
11.0101,"Computer and Information Sciences, General.",15-1142,Network and Computer Systems Administrators
11.0101,"Computer and Information Sciences, General.",15-1143,Computer Network Architects
11.0101,"Computer and Information Sciences, General.",15-1199,"Computer Occupations, All Other"
11.0101,"Computer and Information Sciences, General.",25-1021,"Computer Science Teachers, Postsecondary"
11.0102,Artificial Intelligence.,15-1111,Computer and Information Research Scientists
11.0102,Artificial Intelligence.,15-1132,"Software Developers, Applications"
11.0102,Artificial Intelligence.,15-1133,"Software Developers, Systems Software"
11.0103,Information Technology.,11-3021,Computer and Information Systems Managers
11.0103,Information Technology.,15-1111,Computer and Information Research Scientists
11.0103,Information Technology.,15-1121,Computer Systems Analysts
11.0103,Information Technology.,15-1122,Information Security Analysts
11.0103,Information Technology.,15-1132,"Software Developers, Applications"
11.0103,Information Technology.,15-1133,"Software Developers, Systems Software"
11.0103,Information Technology.,15-1143,Computer Network Architects
11.0104,Informatics.,15-1111,Computer and Information Research Scientists
11.0104,Informatics.,15-1132,"Software Developers, Applications"
11.0104,Informatics.,15-1133,"Software Developers, Systems Software"
11.0199,"Computer and Information Sciences, Other.",15-1111,Computer and Information Research Scientists
11.0201,"Computer Programming/Programmer, General.",15-1131,Computer Programmers
11.0201,"Computer Programming/Programmer, General.",15-1132,"Software Developers, Applications"
11.0201,"Computer Programming/Programmer, General.",15-1133,"Software Developers, Systems Software"
11.0201,"Computer Programming/Programmer, General.",15-1134,Web Developers
11.0201,"Computer Programming/Programmer, General.",15-1152,Computer Network Support Specialists
11.0201,"Computer Programming/Programmer, General.",25-1021,"Computer Science Teachers, Postsecondary"
11.0202,"Computer Programming, Specific Applications.",15-1131,Computer Programmers
11.0202,"Computer Programming, Specific Applications.",15-1132,"Software Developers, Applications"
11.0202,"Computer Programming, Specific Applications.",15-1133,"Software Developers, Systems Software"
11.0203,"Computer Programming, Vendor/Product Certification.",15-1131,Computer Programmers
11.0299,"Computer Programming, Other.",15-1131,Computer Programmers
11.0301,Data Processing and Data Processing Technology/Technician.,15-1199,"Computer Occupations, All Other"
11.0301,Data Processing and Data Processing Technology/Technician.,43-9011,Computer Operators
11.0401,Information Science/Studies.,11-3021,Computer and Information Systems Managers
11.0401,Information Science/Studies.,15-1111,Computer and Information Research Scientists
11.0401,Information Science/Studies.,15-1133,"Software Developers, Systems Software"
11.0401,Information Science/Studies.,15-1199,"Computer Occupations, All Other"
11.0401,Information Science/Studies.,25-1021,"Computer Science Teachers, Postsecondary"
11.0501,Computer Systems Analysis/Analyst.,15-1121,Computer Systems Analysts
11.0501,Computer Systems Analysis/Analyst.,15-1143,Computer Network Architects
11.0501,Computer Systems Analysis/Analyst.,15-1152,Computer Network Support Specialists
11.0501,Computer Systems Analysis/Analyst.,25-1021,"Computer Science Teachers, Postsecondary"
11.0601,"Data Entry/Microcomputer Applications, General.",43-9021,Data Entry Keyers
11.0602,Word Processing.,43-9022,Word Processors and Typists
11.0699,"Data Entry/Microcomputer Applications, Other.",NO MATCH,NO MATCH
11.0701,Computer Science.,11-3021,Computer and Information Systems Managers
11.0701,Computer Science.,15-1111,Computer and Information Research Scientists
11.0701,Computer Science.,15-1122,Information Security Analysts
11.0701,Computer Science.,15-1131,Computer Programmers
11.0701,Computer Science.,15-1132,"Software Developers, Applications"
11.0701,Computer Science.,15-1133,"Software Developers, Systems Software"
11.0701,Computer Science.,15-1134,Web Developers
11.0701,Computer Science.,15-1152,Computer Network Support Specialists
11.0701,Computer Science.,15-1199,"Computer Occupations, All Other"
11.0701,Computer Science.,25-1021,"Computer Science Teachers, Postsecondary"
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.",15-1134,Web Developers
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.",27-1014,Multimedia Artists and Animators
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.",27-1024,Graphic Designers
11.0802,Data Modeling/Warehousing and Database Administration.,15-1141,Database Administrators
11.0803,Computer Graphics.,15-1131,Computer Programmers
11.0803,Computer Graphics.,27-1024,Graphic Designers
11.0804,"Modeling, Virtual Environments and Simulation.",15-1111,Computer and Information Research Scientists
11.0804,"Modeling, Virtual Environments and Simulation.",15-1131,Computer Programmers
11.0804,"Modeling, Virtual Environments and Simulation.",15-1132,"Software Developers, Applications"
11.0804,"Modeling, Virtual Environments and Simulation.",27-1014,Multimedia Artists and Animators
11.0899,"Computer Software and Media Applications, Other.",NO MATCH,NO MATCH
11.0901,Computer Systems Networking and Telecommunications.,15-1121,Computer Systems Analysts
11.0901,Computer Systems Networking and Telecommunications.,15-1122,Information Security Analysts
11.0901,Computer Systems Networking and Telecommunications.,15-1143,Computer Network Architects
11.0901,Computer Systems Networking and Telecommunications.,15-1152,Computer Network Support Specialists
11.1001,Network and System Administration/Administrator.,11-3021,Computer and Information Systems Managers
11.1001,Network and System Administration/Administrator.,15-1122,Information Security Analysts
11.1001,Network and System Administration/Administrator.,15-1142,Network and Computer Systems Administrators
11.1001,Network and System Administration/Administrator.,15-1143,Computer Network Architects
11.1001,Network and System Administration/Administrator.,15-1152,Computer Network Support Specialists
11.1002,"System, Networking, and LAN/WAN Management/Manager.",15-1122,Information Security Analysts
11.1002,"System, Networking, and LAN/WAN Management/Manager.",15-1152,Computer Network Support Specialists
11.1003,Computer and Information Systems Security/Information Assurance.,11-3021,Computer and Information Systems Managers
11.1003,Computer and Information Systems Security/Information Assurance.,15-1122,Information Security Analysts
11.1003,Computer and Information Systems Security/Information Assurance.,15-1141,Database Administrators
11.1003,Computer and Information Systems Security/Information Assurance.,15-1142,Network and Computer Systems Administrators
11.1003,Computer and Information Systems Security/Information Assurance.,15-1143,Computer Network Architects
11.1003,Computer and Information Systems Security/Information Assurance.,15-1152,Computer Network Support Specialists
11.1004,Web/Multimedia Management and Webmaster.,15-1134,Web Developers
11.1005,Information Technology Project Management.,11-3021,Computer and Information Systems Managers
11.1005,Information Technology Project Management.,11-9199,"Managers, All Other"
